input,output,source,category
What was the primary legal issue in the case of Mina Pun vs. State of Uttar Pradesh?,"The primary legal issue was the challenge to the conviction of the appellants for offences under Section 20(b)(ii)(C) of the Narcotic Drugs and Psychotropic Substances Act, 1985 (NDPS Act).",IndicLegalQA,case_qa
What was the sentence imposed on the appellants by the lower court?,"The appellants were sentenced to ten years of rigorous imprisonment and fined Rs.1,00,000/-, with an additional two years of rigorous imprisonment in default of payment of the fine.",IndicLegalQA,case_qa
What violation of the NDPS Act was claimed by the appellants' counsel?,"The appellants' counsel claimed a violation of the safeguard provided in Section 50 of the NDPS Act, arguing that the appellants were not informed of their right to be searched before a Magistrate or a Gazetted Officer.",IndicLegalQA,case_qa
What evidence was presented by the prosecution regarding the search and seizure?,The prosecution presented evidence that packets of charas were found on the appellants during a body search conducted by Police Officer Sanjay Singh (PW-4).,IndicLegalQA,case_qa
What was the key admission made by Police Officer Sanjay Singh during cross-examination?,Police Officer Sanjay Singh admitted that the consent letter did not mention that the appellants were informed about their right to have their body search conducted before a Magistrate or a Gazetted Officer.,IndicLegalQA,case_qa
How did the Supreme Court interpret the violation of Section 50 of the NDPS Act?,"The Supreme Court, referring to the Constitution Bench decision in Vijaysinh Jadeja vs. State of Gujarat, held that the failure to inform the appellants of their right under Section 50 vitiated the conviction and made the recovery of the illicit articles suspect.",IndicLegalQA,case_qa
What was the final decision of the Supreme Court in this case?,"The Supreme Court allowed the appeals, set aside the High Court's order, and acquitted the appellants of the offences alleged against them.",IndicLegalQA,case_qa
What directions did the Supreme Court give regarding the appellants' bail bonds?,"The Supreme Court directed that if the appellants were already enlarged on bail, their bail bonds should stand cancelled. If the appellants continued to be in custody, they should be set at liberty forthwith.",IndicLegalQA,case_qa
What legal precedent did the Supreme Court rely on to reach its decision?,"The Supreme Court relied on the legal precedent set by the Constitution Bench in Vijaysinh Jadeja vs. State of Gujarat, which emphasized the mandatory nature of the safeguard under Section 50 of the NDPS Act.",IndicLegalQA,case_qa
Why did the Supreme Court find the recovery of illicit articles from the appellants suspect?,"The Supreme Court found the recovery suspect because the appellants were not informed of their right to be searched before a Magistrate or a Gazetted Officer, as required under Section 50 of the NDPS Act.",IndicLegalQA,case_qa
What impact does this judgment have on future cases involving the NDPS Act?,"This judgment reinforces the mandatory nature of informing suspects of their rights under Section 50 of the NDPS Act, which must be strictly complied with to ensure the validity of any search and seizure operation.",IndicLegalQA,case_qa
What was the main issue challenged by Khaja Bilal Ahmed in the High Court?,"Khaja Bilal Ahmed challenged the order of detention dated 25th October 2018 issued under the Telangana Prevention of Dangerous Activities of Boot-Leggers, Dacoits, Drug-Offenders, Goondas, Immoral Traffic Offenders, etc., Act 1986.",IndicLegalQA,case_qa
What was the primary reason for the detention of Khaja Bilal Ahmed?,"Khaja Bilal Ahmed was detained for being a 'Goonda' and habitually engaging in unlawful acts, including gruesome and heinous offences like murder, attempt to murder, rioting, and criminal trespass, which caused panic and terror among the public.",IndicLegalQA,case_qa
How many criminal cases were registered against Khaja Bilal Ahmed between 2007 and 2016?,Fourteen criminal cases were registered against Khaja Bilal Ahmed between 2007 and 2016.,IndicLegalQA,case_qa
What was the result of the bail application filed by Khaja Bilal Ahmed on 26th October 2018?,The bail application was allowed by the 14th Additional Metropolitan Magistrate on the ground that the investigating agency failed to complete the investigation within the period allowed by the proviso to Section 167(2) of the Code of Criminal Procedure 1973.,IndicLegalQA,case_qa
What was the High Court's decision regarding the writ petition filed by Khaja Bilal Ahmed's brother challenging the detention order?,The High Court dismissed the writ petition challenging the order of detention on 13th June 2019.,IndicLegalQA,case_qa
What was the main argument made by the appellant regarding the stale grounds used for his detention?,The appellant argued that the grounds relied upon by the Commissioner of Police were stale and had no proximate or live link between the antecedent activities and the detention order as they were from the years 2007 and 2012 except for Crime No. 178 of 2018.,IndicLegalQA,case_qa
What did the Supreme Court decide regarding the validity of the detention order?,"The Supreme Court set aside the impugned judgment and order of the High Court dated 13th June 2019 and quashed the detention order, finding that the detention order was based on stale and irrelevant grounds and that the confirmation order's existence was doubtful.",IndicLegalQA,case_qa
What role did the Advisory Board play in confirming the detention order?,"The Advisory Board reported that there was sufficient cause for the detention of Khaja Bilal Ahmed, but the Supreme Court found issues with the confirmation process and the existence of the confirmation order.",IndicLegalQA,case_qa
How did the Supreme Court view the previous criminal cases referred to in the detention order?,"The Supreme Court noted that the previous criminal cases were referred to indicate the antecedent criminal history, but found that they were not relevant or valid grounds for the detention order as they were too old and did not provide a live link to the current situation.",IndicLegalQA,case_qa
What was the Supreme Court's final directive in the case of Khaja Bilal Ahmed vs. State of Telangana & Ors?,"The Supreme Court allowed the appeal, set aside the High Court's judgment, quashed the detention order, and directed the release of Khaja Bilal Ahmed.",IndicLegalQA,case_qa
What was the main issue brought forth by Jose Antonio Zalba Diez Del Corral in this case?,Jose Antonio Zalba Diez Del Corral filed a Habeas Corpus Petition under Article 32 of the Constitution of India for the custody of his two minor children.,IndicLegalQA,case_qa
Who are the parties involved in this case?,"The petitioner is Jose Antonio Zalba Diez Del Corral, and the respondents are the State of West Bengal and others, including his wife, respondent No. 6.",IndicLegalQA,case_qa
What are the ages of the children involved in this custody dispute?,The petitioner and respondent No. 6 have a son aged about 15 years and a daughter aged about 10 years.,IndicLegalQA,case_qa
What legal actions have been taken by Jose Antonio Zalba Diez Del Corral regarding the custody of his children?,"Jose Antonio Zalba Diez Del Corral filed a case under Section 12 of the Guardians and Wards Act, 1890, which is pending before the 10th Additional District Judge, Alipore, Kolkata, and this case is numbered as Case No. 88 of 2017.",IndicLegalQA,case_qa
What additional legal case was filed against Jose Antonio Zalba Diez Del Corral by his wife?,"Respondent No. 6, the wife, filed a case under the Protection of Women from Domestic Violence Act, 2005, against Jose Antonio Zalba Diez Del Corral.",IndicLegalQA,case_qa
What was the primary contention of Jose Antonio Zalba Diez Del Corral regarding the safety of his children during the COVID-19 pandemic?,"Jose Antonio Zalba Diez Del Corral contended that Kolkata, where his wife and children are staying, is a red zone for COVID-19, whereas he can take the children to Spain, which is a much safer place with better medical facilities.",IndicLegalQA,case_qa
What did the Supreme Court decide regarding the maintainability of the Habeas Corpus Petition?,"The Supreme Court dismissed the Habeas Corpus Petition on the ground of maintainability, stating that the custody of the children with the mother, a natural guardian, cannot be said to be illegal.",IndicLegalQA,case_qa
What direction did the Supreme Court give regarding the pending case under the Guardians and Wards Act?,"The Supreme Court requested the 10th Additional District Judge, Alipore, Kolkata, to hear and decide the pending case No. 88 of 2017 as expeditiously as possible, preferably within six months from the filing of a certified copy of this order.",IndicLegalQA,case_qa
What argument did the petitioner make regarding the children's well-being in Kolkata?,"The petitioner argued that his children would be safer in Spain or Shantiniketan (a green zone for COVID-19) rather than in Kolkata, a red zone for COVID-19, where they currently reside with their mother.",IndicLegalQA,case_qa
How did the respondents argue against the maintainability of the Habeas Corpus Petition?,"The respondents argued that since the petition for custody under the Guardians and Wards Act is already pending before the Trial Court, the Habeas Corpus Petition under Article 32 of the Constitution of India would not be maintainable.",IndicLegalQA,case_qa
What did the Supreme Court say about the legality of the mother's custody of the children?,"The Supreme Court noted that the custody of the children with the mother, who is a natural guardian, cannot be said to be illegal, and thus, the petition for habeas corpus would not be maintainable.",IndicLegalQA,case_qa
What is the case M/s Neeharika Infrastructure Pvt. Ltd. vs. State of Maharashtra and others about?,The case involves M/s Neeharika Infrastructure Pvt. Ltd. filing a complaint against the State of Maharashtra and others regarding forgery and fraudulent sale of the Naziribagh Palace property.,IndicLegalQA,case_qa
What were the main allegations made by M/s Neeharika Infrastructure Pvt. Ltd.?,The main allegations were forgery and fabrication of a Board Resolution and fraudulent sale of the Naziribagh Palace property to M/s Irish Hospitality Pvt. Ltd.,IndicLegalQA,case_qa
What interim order was passed by the High Court that led to the appeal?,The High Court passed an interim order stating 'no coercive measures shall be adopted' against the original accused concerning the FIR filed.,IndicLegalQA,case_qa
What was the outcome of the anticipatory bail application filed by the original accused in the Sessions Court?,"The Sessions Court granted interim protection from arrest to the accused, which was extended multiple times over nearly a year.",IndicLegalQA,case_qa
What did the appellant argue regarding the interim protection order?,"The appellant argued that the interim protection order restrained the investigating officer from taking necessary coercive measures, thus hampering the investigation.",IndicLegalQA,case_qa
What sections of the Indian Penal Code were invoked in the FIR filed by M/s Neeharika Infrastructure Pvt. Ltd.?,"Sections 406, 420, 465, 468, 471, and 120B of the Indian Penal Code were invoked in the FIR.",IndicLegalQA,case_qa
What was the Supreme Court's stance on the High Court's interim order of 'no coercive measures'?,"The Supreme Court was critical of the High Court's interim order, suggesting it was not warranted given the nature of the allegations and ongoing investigation.",IndicLegalQA,case_qa
What did the Supreme Court emphasize about the powers of investigation by the police?,The Supreme Court emphasized that police have a statutory right to investigate cognizable offences without judicial interference unless exceptional circumstances justify such interference.,IndicLegalQA,case_qa
What did the Supreme Court say about the application of inherent powers by High Courts under Section 482 Cr.P.C.?,The Supreme Court stated that the inherent powers under Section 482 Cr.P.C. should be exercised sparingly and only in the rarest of cases to prevent abuse of the process of law or to secure the ends of justice.,IndicLegalQA,case_qa
What was the primary concern of M/s Neeharika Infrastructure Pvt. Ltd. regarding the High Court's order?,M/s Neeharika Infrastructure Pvt. Ltd. was concerned that the High Court's order would prevent the proper investigation of serious charges of forgery and fraud against the accused.,IndicLegalQA,case_qa
What was the final decision of the Supreme Court in this case?,"The Supreme Court set aside the High Court's interim order, allowing the investigation to proceed without the restriction of 'no coercive measures' against the accused.",IndicLegalQA,case_qa
What is the name of the appellant and the respondents in the case?,"The appellant is Sarabjeet Singh Mokha, and the respondents are The District Magistrate, Jabalpur & Ors.",IndicLegalQA,case_qa
"What was the primary allegation against the appellant, Sarabjeet Singh Mokha?","The primary allegation against the appellant was that he procured fake Remdesivir injections and administered them to patients during the Covid-19 pandemic to make illegal profits, endangering the lives of the general public.",IndicLegalQA,case_qa
On what date was the appellant detained under the National Security Act (NSA)?,The appellant was detained on 12th May 2021 under the National Security Act (NSA).,IndicLegalQA,case_qa
What were the grounds for the appellant's detention under the NSA?,"The grounds for detention included allegations of administering spurious Remdesivir injections resulting in untimely deaths, causing public outcry and resentment, and criminal antecedents of the appellant.",IndicLegalQA,case_qa
How did the Madhya Pradesh High Court respond to the appellant's writ petition challenging the detention order?,"The Madhya Pradesh High Court rejected the appellant's writ petition on 24th August 2021, upholding the detention order.",IndicLegalQA,case_qa
What was the role of the Advisory Board in this case?,"The Advisory Board reviewed the grounds for detention and submitted a report to the State Government, which opined that there was sufficient cause for the appellant's detention.",IndicLegalQA,case_qa
What were the key procedural issues raised by the appellant regarding his detention?,The appellant raised issues of delay in considering his representation by the Central and State Governments and failure to communicate the rejection of his representation in a timely manner.,IndicLegalQA,case_qa
What was the Supreme Court's decision regarding the procedural delays in the appellant's case?,"The Supreme Court found unexplained delays by the State Government in deciding the appellant's representation and failure to communicate the rejection in a timely manner, which invalidated the detention order.",IndicLegalQA,case_qa
Did the Supreme Court address the merits of the detention order in their judgment?,"No, the Supreme Court did not address the merits of the detention order, as the appellant succeeded on the grounds of procedural violations.",IndicLegalQA,case_qa
What was the final outcome of the Supreme Court's judgment?,"The Supreme Court quashed the detention order dated 11th May 2021 and the subsequent extensions, allowing the appeal and setting aside the High Court's judgment.",IndicLegalQA,case_qa
What is the case about in Ajai alias Ajju etc. vs The State of Uttar Pradesh?,"The case involves the appeal of four accused, Ajai alias Ajju, Braj Pal, Ravi, and Mukesh, who were convicted for the murder of Vijay Pal Singh, his wife Smt Rajesh, their son Nishant, and their son-in-law Mangal Singh, as well as for attempting to murder Smt Pinky.",IndicLegalQA,case_qa
What was the High Court's decision regarding the death penalty in Ajai alias Ajju etc. vs The State of Uttar Pradesh?,The High Court commuted the death penalty awarded by the Trial Court to life imprisonment for all the accused.,IndicLegalQA,case_qa
What was the prosecution's story in Ajai alias Ajju etc. vs The State of Uttar Pradesh?,"The prosecution's story involved a complaint by Braj Pal Singh, who reported that his brother Vijay Pal Singh, his wife, their son, and their son-in-law were found dead with their necks cut, and Smt Pinky was found injured. The accused were allegedly involved in the assault due to enmity.",IndicLegalQA,case_qa
What were the main arguments by the appellants in Ajai alias Ajju etc. vs The State of Uttar Pradesh?,"The appellants argued that Smt Pinky, the solitary eye-witness, was unreliable due to enmity, and there was no corroborative evidence. They also pointed out that the names of the assailants were not initially disclosed, and the dog squad was used, indicating unknown assailants.",IndicLegalQA,case_qa
What was the Supreme Court's view on the reliability of Smt Pinky's testimony in Ajai alias Ajju etc. vs The State of Uttar Pradesh?,"The Supreme Court found Smt Pinky's testimony to be reliable, noting that her injuries were not challenged, and she had no reason to falsely implicate the accused.",IndicLegalQA,case_qa
What was the outcome of the Supreme Court's decision in Ajai alias Ajju etc. vs The State of Uttar Pradesh?,The Supreme Court dismissed the appeals by the accused and upheld the life imprisonment sentence. The appeals for enhancement of the sentence to death penalty by the State were also dismissed.,IndicLegalQA,case_qa
What injuries did Smt Pinky sustain in Ajai alias Ajju etc. vs The State of Uttar Pradesh?,"Smt Pinky sustained multiple injuries, including amputated fingers, cut wounds on her hand, forearm, face, and neck, as well as a lacerated wound on her ear.",IndicLegalQA,case_qa
What evidence was recovered during the investigation in Ajai alias Ajju etc. vs The State of Uttar Pradesh?,"The investigation led to the recovery of blood-stained weapons and clothes, and the mobile phone of the deceased Nishant from the accused. These items were sent for forensic examination.",IndicLegalQA,case_qa
Why did the prosecution believe Smt Pinky's account of the events in Ajai alias Ajju etc. vs The State of Uttar Pradesh?,"The prosecution believed Smt Pinky's account because she was an injured witness with no reason to falsely implicate the accused, and her testimony was consistent and corroborated by the injuries and recoveries made.",IndicLegalQA,case_qa
What did the Supreme Court say about the use of the dog squad in Ajai alias Ajju etc. vs The State of Uttar Pradesh?,"The Supreme Court stated that the use of the dog squad was justified as the names of the assailants were not known at the time of the initial investigation, and this did not impact the credibility of the prosecution's case.",IndicLegalQA,case_qa
What was the role of the High Court in the sentencing of the accused in Ajai alias Ajju etc. vs The State of Uttar Pradesh?,"The High Court commuted the death sentence awarded by the Trial Court to life imprisonment for the accused, considering various factors and legal precedents.",IndicLegalQA,case_qa
What was the main issue in the case Abdul Ansar v. State of Kerala?,The main issue was whether the conviction of the appellant for the offence punishable under Section 308 of the Indian Penal Code (IPC) could be sustained.,IndicLegalQA,case_qa
Who were the parties involved in the Abdul Ansar v. State of Kerala case?,"The appellant was Abdul Ansar, and the respondent was the State of Kerala.",IndicLegalQA,case_qa
What were the roles of the accused in the Abdul Ansar v. State of Kerala case?,"Accused No. 1 was the driver of the bus, the appellant (Accused No. 2) was the conductor, and Accused No. 3 was the cleaner.",IndicLegalQA,case_qa
What incident led to the charges in the Abdul Ansar v. State of Kerala case?,"PW-1 Josia, a schoolgirl, fell and came under the bus's rear wheel when the bus started moving after the appellant rang the bell, causing her to sustain serious injuries.",IndicLegalQA,case_qa
What was the decision of the Additional Sessions Judge regarding the accused in Abdul Ansar v. State of Kerala?,"The Additional Sessions Judge acquitted the driver (Accused No. 1) but convicted the appellant (Accused No. 2) and the cleaner (Accused No. 3) under Section 308 read with Section 34 of IPC, sentencing them to four years of rigorous imprisonment and a fine.",IndicLegalQA,case_qa
What was the outcome of the appeal in the High Court for Abdul Ansar v. State of Kerala?,"The High Court acquitted Accused No. 3 but confirmed the conviction of the appellant under Section 308 of IPC, reducing his sentence to one year and imposing a fine of Rs. 50,000.",IndicLegalQA,case_qa
What were the arguments presented by the appellant's counsel in Abdul Ansar v. State of Kerala?,"The appellant's counsel argued that the offence of attempt to commit culpable homicide was not established and highlighted that the cleaner had been acquitted, making the conviction of the appellant unsustainable.",IndicLegalQA,case_qa
What did the Supreme Court decide regarding the conviction under Section 308 in Abdul Ansar v. State of Kerala?,"The Supreme Court held that the offence of attempt to commit culpable homicide was not made out as the appellant did not have the required intention or knowledge, and instead found the appellant guilty under Section 338 of IPC.",IndicLegalQA,case_qa
What sentence did the Supreme Court impose on the appellant in Abdul Ansar v. State of Kerala?,"The Supreme Court sentenced the appellant to six months of simple imprisonment under Section 338 of IPC and directed him to pay a total compensation of Rs. 75,000 to the victim, PW-1.",IndicLegalQA,case_qa
What was the Supreme Court's direction regarding the compensation to the victim in Abdul Ansar v. State of Kerala?,"The Supreme Court directed the appellant to pay Rs. 50,000 already deposited and an additional Rs. 25,000 as compensation to the victim, PW-1.",IndicLegalQA,case_qa
How long has the appellant already been incarcerated in the Abdul Ansar v. State of Kerala case?,The appellant has already undergone incarceration for 36 days.,IndicLegalQA,case_qa
What was the main issue in the case of K. Hymavathi vs. The State of Andhra Pradesh & Anr.?,The main issue was whether the complaint under Section 138 of the Negotiable Instruments Act (NI Act) was maintainable despite the alleged debt being time-barred.,IndicLegalQA,case_qa
What were the criminal proceedings initiated by K. Hymavathi?,"K. Hymavathi initiated criminal proceedings under Section 138 and 142 of the NI Act against the accused for issuing a dishonored cheque of Rs. 10,00,000/- as partial repayment of a loan.",IndicLegalQA,case_qa
What was the High Court's ruling that the appellant challenged?,"The High Court quashed the criminal proceedings, ruling that the debt was time-barred and not legally recoverable, thus the complaint under Section 138 of the NI Act was invalid.",IndicLegalQA,case_qa
What is the significance of Section 25(3) of the Indian Contract Act in this case?,Section 25(3) of the Indian Contract Act allows a promise to pay a time-barred debt if it is in writing and signed. The appellant argued that the cheque issued was a valid promise under this section.,IndicLegalQA,case_qa
How did the Supreme Court view the High Court's decision?,"The Supreme Court found that the High Court erred in its decision, as the debt was not time-barred at the time of issuing the cheque, making it a legally recoverable debt.",IndicLegalQA,case_qa
What was the Supreme Court's ruling regarding the limitation period for the debt?,"The Supreme Court ruled that the limitation period for the debt began in December 2016, when the repayment was due, and the cheque issued in April 2017 was within this period.",IndicLegalQA,case_qa
What direction did the Supreme Court give to the Trial Court?,The Supreme Court directed the Trial Court to proceed with the matters expeditiously and dispose of them within six months from the date of the judgment.,IndicLegalQA,case_qa
What did the Supreme Court conclude about the legally enforceable debt in this case?,"The Supreme Court concluded that the debt was legally enforceable and not time-barred, making the complaint under Section 138 of the NI Act valid.",IndicLegalQA,case_qa
What was the role of Mr. Sidharth Luthra in the case?,"Mr. Sidharth Luthra served as Amicus Curiae, providing assistance to the Supreme Court in arriving at its conclusion.",IndicLegalQA,case_qa
What was the outcome of the appeals filed by K. Hymavathi?,"The Supreme Court allowed the appeals, set aside the High Court's order, and restored the complaints to the file of the Chief Metropolitan Magistrate, Visakhapatnam.",IndicLegalQA,case_qa
What was the nature of the debt in K. Hymavathi's case?,"The debt arose from a loan of Rs. 20,00,000/- borrowed by the respondent for his son's education and domestic expenses, secured by a promissory note and later partially repaid by a cheque.",IndicLegalQA,case_qa
What is the case name and who are the appellants and respondents in this judgment?,"The case name is Menoka Malik and others vs. The State of West Bengal and others. The appellants are Menoka Malik and others, and the respondents are The State of West Bengal and others.",IndicLegalQA,case_qa
What event led to the incident on 31st May 1993?,"The incident on 31st May 1993 was led by the panchayat elections held on 30th May 1993 in Karanda village, where the CPI(M) party won and the IPF party lost.",IndicLegalQA,case_qa
What were the charges framed against the accused?,"The charges framed against the accused were under Sections 147, 148, 149, 342, 448, 325, 326, 436, 379, 307, and 302 of the Indian Penal Code.",IndicLegalQA,case_qa
What was the outcome of the trial court judgment?,The trial court acquitted all the accused by giving them the benefit of doubt.,IndicLegalQA,case_qa
Did the State prefer any appeal against the trial court's judgment?,"No, the State did not prefer any appeal against the judgment and order of acquittal passed by the trial court.",IndicLegalQA,case_qa
What was the main issue considered by the Supreme Court in this appeal?,The main issue considered by the Supreme Court was whether the High Court's judgment affirming the trial court's acquittal was reasonable or not based on the available records.,IndicLegalQA,case_qa
What did the Supreme Court conclude about the High Court's handling of the evidence?,The Supreme Court concluded that the High Court had not applied its judicial mind in determining whether the trial court's judgment was perverse and had failed to consider material evidence related to the charges.,IndicLegalQA,case_qa
What was the Supreme Court's direction to the High Court regarding the case?,"The Supreme Court remitted the matter to the High Court to decide the revision petition on merits, in accordance with law.",IndicLegalQA,case_qa
What was the Supreme Court's view on the testimony of the witnesses?,The Supreme Court found that the testimonies of the witnesses were consistent on material facts and that the presence of the witnesses on the spot had not been seriously doubted by the defence during cross-examination.,IndicLegalQA,case_qa
What was the main issue addressed in the case of Surajdeo Mahto and Anr. vs The State of Bihar?,The case addressed the challenge to the conviction and sentence of Surajdeo Mahto and Prakash Mahto for the murder of Arun under sections 302 read with section 34 and section 120-B of the IPC.,IndicLegalQA,case_qa
What was the prosecution's case in the Surajdeo Mahto and Anr. vs The State of Bihar judgement?,"The prosecution's case was that on 5th April 1987, Surajdeo Mahto and Raj Kumar lured Arun to watch a cinema and later Arun was found dead in a reservoir near Kakolat on 11th April 1987.",IndicLegalQA,case_qa
What was the decision of the High Court at Patna regarding Surajdeo Mahto and Prakash Mahto's conviction?,The High Court at Patna upheld the conviction and sentence of Surajdeo Mahto and Prakash Mahto for the murder of Arun.,IndicLegalQA,case_qa
What were the charges against Surajdeo Mahto and Prakash Mahto in the case?,"Surajdeo Mahto and Prakash Mahto were charged with offences under section 302 read with section 34 of the IPC, section 120-B of the IPC, and Surajdeo Mahto was additionally charged under section 364 of the IPC.",IndicLegalQA,case_qa
What was the role of circumstantial evidence in the conviction of Surajdeo Mahto and Prakash Mahto?,"The conviction relied heavily on circumstantial evidence, including the last seen theory and the testimonies of various witnesses who corroborated the prosecution's case.",IndicLegalQA,case_qa
What was the motive attributed to Surajdeo Mahto for committing the murder of Arun?,"The motive attributed to Surajdeo Mahto was that Arun was allegedly having an illicit affair with Surajdeo's sister, which led to strained relations between the families.",IndicLegalQA,case_qa
What evidence was found at the crime scene in the Surajdeo Mahto and Anr. vs The State of Bihar case?,"At the crime scene, an iron dagger, two lungis, one pair of slippers, a handkerchief, a knife, and a plastic jerrycan were found near the dead body.",IndicLegalQA,case_qa
How did the defence challenge the prosecution's case in the Surajdeo Mahto and Anr. vs The State of Bihar judgement?,"The defence argued that the case was based solely on circumstantial evidence, and there were no independent witnesses; they also raised doubts about the reliability of prosecution witnesses.",IndicLegalQA,case_qa
What was the outcome of the appeal filed by Surajdeo Mahto and Prakash Mahto before the Supreme Court?,"The Supreme Court upheld the conviction of Surajdeo Mahto but found that the case against Prakash Mahto was not proved beyond reasonable doubt, giving him the benefit of doubt.",IndicLegalQA,case_qa
What procedural aspect did the Supreme Court consider in evaluating the appeal of Surajdeo Mahto?,The Supreme Court considered whether the circumstantial evidence was so impeachable that it established the guilt of the appellants beyond any reasonable doubt.,IndicLegalQA,case_qa
Did Surajdeo Mahto raise any additional plea during the Supreme Court hearing?,"Yes, Surajdeo Mahto raised the plea that he was a juvenile at the time of the incident, but the court found discrepancies in the documents provided to support this claim.",IndicLegalQA,case_qa
What was the outcome of the appeal filed by Parveen @ Sonu?,"The Supreme Court allowed the appeal, set aside the conviction and sentence imposed on Parveen @ Sonu, and acquitted him of the charges.",IndicLegalQA,case_qa
On what date was the judgement by the High Court of Punjab and Haryana that was appealed?,The judgement by the High Court of Punjab and Haryana was dated 17th March 2020.,IndicLegalQA,case_qa
What was the nature of the incident that led to the charges against Parveen @ Sonu?,The incident involved an attack on a police party by four young boys who attempted to rescue accused individuals from police custody during their transportation to court. Head Constable Arjun Singh was shot and later succumbed to his injuries.,IndicLegalQA,case_qa
Which sections of the IPC and Arms Act were the accused charged under?,"The accused were charged under Sections 224, 225, 332, 353, 392, 307, 302, 120-B of the IPC and Section 25/54/59 of the Arms Act.",IndicLegalQA,case_qa
What was the main contention of the appellant's counsel in the Supreme Court?,"The appellant's counsel contended that there was no concrete proof to establish the participation of the appellant in the alleged crime and that the conviction was based on weak evidence, mainly confessional statements of co-accused without corroborative evidence.",IndicLegalQA,case_qa
How did the Supreme Court view the evidence presented against Parveen @ Sonu?,"The Supreme Court found that the evidence against Parveen @ Sonu was insufficient, relying mainly on confessional statements of co-accused and lacking corroborative evidence. They concluded that the prosecution failed to prove the appellant's involvement in the conspiracy.",IndicLegalQA,case_qa
Which court's judgement was being appealed in the Supreme Court?,The judgement of the High Court of Punjab and Haryana at Chandigarh was being appealed in the Supreme Court.,IndicLegalQA,case_qa
What was the role of Head Constable Arjun Singh in the incident?,Head Constable Arjun Singh was part of the police party escorting the accused. He was shot by one of the attackers during the incident and later succumbed to his injuries.,IndicLegalQA,case_qa
What reasons did the Supreme Court give for setting aside the conviction of Parveen @ Sonu?,"The Supreme Court set aside the conviction of Parveen @ Sonu due to the lack of concrete evidence connecting him to the crime, the absence of independent witnesses, and the reliance on uncorroborated confessional statements of co-accused.",IndicLegalQA,case_qa
What specific argument did the appellant's counsel make regarding the identification of Parveen @ Sonu?,The appellant's counsel argued that there was no Test Identification Parade (TIP) conducted to identify Parveen @ Sonu and that the identification was unreliable and lacked supporting evidence.,IndicLegalQA,case_qa
"What is the main accusation against the petitioner, Mohammed Zubair, in the case?","Mohammed Zubair, co-founder of ALT News, was accused of triggering religious sentiments through his tweets and was charged under various sections of the IPC and FCRA.",IndicLegalQA,case_qa
On what date was FIR No. 172 of 2022 registered against Mohammed Zubair?,FIR No. 172 of 2022 was registered on 20th June 2022.,IndicLegalQA,case_qa
What was the outcome of the bail application filed by Mohammed Zubair on 15th July 2022?,"On 15th July 2022, Mohammed Zubair was granted regular bail by the Additional Sessions Judge.",IndicLegalQA,case_qa
What were the charges added during the investigation under FIR No. 172 of 2022?,"During the investigation, the charge under Section 35 of the Foreign Contribution (Regulation) Act 2010 was added.",IndicLegalQA,case_qa
What action did the Delhi Police take at Mohammed Zubair's residence on 30th June 2022?,The Delhi Police conducted a search at Mohammed Zubair's residential premises in Bangalore on 30th June 2022.,IndicLegalQA,case_qa
What relief did the petitioner seek in the Supreme Court under Article 32 of the Constitution?,"The petitioner sought the quashing of several FIRs registered against him or, alternatively, the clubbing of these FIRs with FIR No. 172/2022.",IndicLegalQA,case_qa
What was the Supreme Court's directive regarding the investigation of the FIRs against Mohammed Zubair?,The Supreme Court directed that all the FIRs against Mohammed Zubair should be transferred to the Special Cell of the Delhi Police and disbanded the SIT constituted by the Uttar Pradesh Police.,IndicLegalQA,case_qa
What conditions did the Supreme Court impose on the interim bail granted to Mohammed Zubair?,"The Supreme Court granted interim bail subject to Mohammed Zubair filing a personal release bond of Rs 20,000 for each FIR listed in the judgment.",IndicLegalQA,case_qa
What was the Supreme Court's view on the power of arrest and its application in this case?,"The Supreme Court emphasized that the power of arrest must be used sparingly and with justification, and found no reason to keep Mohammed Zubair in continued custody.",IndicLegalQA,case_qa
What was the Supreme Court's stance on the petitioner's freedom of speech and the use of social media?,"The Supreme Court ruled against imposing a blanket order preventing the petitioner from tweeting, stating it would be an unjustified violation of his freedom of speech and expression.",IndicLegalQA,case_qa
What was the court's observation on the petitioner's harassment through multiple FIRs?,"The court observed that the petitioner was trapped in a vicious cycle of the criminal process, with the process itself becoming a punishment due to multiple investigations across various jurisdictions.",IndicLegalQA,case_qa
What was the main issue in the case of Jaswant Singh vs State of Punjab & Anr.?,"The main issue was the appellant Jaswant Singh's appeal to quash the criminal proceedings arising out of FIR No. 179 dated 29.10.2009, which accused him of cheating and breach of trust under Sections 406/420 of the IPC.",IndicLegalQA,case_qa
What was the complaint made by Nasib Singh in the case?,"Nasib Singh, the complainant, alleged that he paid Rs 7 lakhs to Gurmeet Singh for helping his son settle in Italy. However, the son did not get the promised job and had to return to India, leading to allegations of cheating and harassment.",IndicLegalQA,case_qa
What was the decision of the High Court regarding the quashing of the FIR?,"The High Court declined to quash the FIR against Jaswant Singh, stating that his name was specifically mentioned in the FIR with criminal acts attributed to him.",IndicLegalQA,case_qa
"What was the outcome of the compromise between the complainant and the main accused, Gurmeet Singh?","The complainant, Nasib Singh, entered into a compromise with Gurmeet Singh, leading to the compounding of the offense and closure of proceedings against Gurmeet Singh.",IndicLegalQA,case_qa
